Order_ID;Order_Date;Ship_Date;Ship_Mode;Order_Priority
US-2014-153255;09/04/2014;09/08/2014;Second Class;Medium
MO-2013-8660;6/28/13;07/03/2013;Standard Class;Medium
NI-2014-9170;8/21/14;8/25/14;Standard Class;High
TO-2013-9830;7/20/13;7/26/13;Standard Class;Medium
MX-2011-161116;10/18/11;10/22/11;Standard Class;Medium
MX-2014-113572;9/29/14;9/29/14;Same Day;Medium
MX-2014-120145;1/30/14;02/03/2014;Standard Class;Medium
ES-2014-1922828;9/29/14;10/04/2014;Standard Class;Medium
ES-2012-4677834;04/10/2012;04/10/2012;Same Day;High
ID-2012-17538;11/16/12;11/20/12;Standard Class;High
US-2011-150574;12/19/11;12/25/11;Standard Class;Medium
CA-2013-124506;11/12/2013;11/18/13;Standard Class;Medium
CA-2014-142174;03/05/2014;03/10/2014;Standard Class;Medium
IR-2014-5160;11/21/14;11/25/14;Second Class;High
NI-2012-7400;1/17/12;1/23/12;Standard Class;Medium
MO-2013-0;9/25/13;9/30/13;Standard Class;Medium
MX-2012-143063;06/12/2012;6/16/12;Standard Class;High
MX-2013-116505;10/31/13;11/04/2013;Standard Class;High
IT-2013-4389315;09/05/2013;09/09/2013;Standard Class;Medium
CA-2014-120761;09/05/2014;09/09/2014;Standard Class;Medium
US-2011-131982;03/07/2011;03/11/2011;Second Class;Medium
US-2011-159618;11/12/2011;11/16/11;Standard Class;Medium
CA-2014-153080;5/23/14;5/26/14;Second Class;High
CA-2014-156664;12/19/14;12/24/14;Standard Class;Medium
EZ-2014-2140;06/06/2014;06/10/2014;Standard Class;Medium
HR-2014-3000;10/24/14;10/29/14;Standard Class;Medium
TU-2013-3550;5/17/13;5/21/13;Standard Class;Medium
IN-2013-38174;4/26/13;05/01/2013;Standard Class;Medium
IN-2011-33771;6/28/11;07/02/2011;Standard Class;Medium
US-2014-145366;12/10/2014;12/14/14;Standard Class;Medium
CA-2012-166135;10/01/2012;10/06/2012;Standard Class;Medium
CA-2014-124576;08/02/2014;08/05/2014;Second Class;Critical
CA-2011-131310;07/12/2011;7/18/11;Standard Class;Medium
MX-2013-130722;12/13/13;12/18/13;Standard Class;Medium
MX-2014-126389;12/19/14;12/21/14;Second Class;High
MX-2014-127033;04/03/2014;04/08/2014;Standard Class;Medium
ES-2014-4337039;1/16/14;1/20/14;Standard Class;Medium
ES-2013-3540261;5/16/13;5/20/13;Standard Class;Medium
IN-2014-45762;8/19/14;8/22/14;Second Class;High
ID-2013-41968;7/19/13;7/24/13;Second Class;Medium
RO-2011-7670;6/15/11;6/18/11;First Class;Critical
MX-2011-145254;05/11/2011;5/15/11;Standard Class;High
US-2012-112032;3/19/12;3/23/12;Standard Class;Medium
ES-2012-2974297;2/15/12;2/17/12;Second Class;High
IN-2014-48079;12/02/2014;12/06/2014;Second Class;High
CA-2014-164168;11/13/14;11/19/14;Standard Class;Medium
CA-2013-141887;01/11/2013;1/15/13;Standard Class;High
MZ-2011-2490;8/24/11;8/29/11;Standard Class;Medium
SG-2014-8030;10/06/2014;10/09/2014;Second Class;Medium
NI-2013-110;03/12/2013;3/17/13;Standard Class;Medium
SL-2012-3310;8/29/12;09/03/2012;Standard Class;Medium
MX-2013-127411;7/30/13;08/03/2013;Standard Class;Medium
ES-2013-2413873;12/04/2013;12/09/2013;Standard Class;Medium
IN-2012-66461;04/05/2012;04/12/2012;Standard Class;Medium
ID-2014-53266;3/18/14;3/20/14;First Class;High
CA-2012-143490;12/06/2012;12/13/12;Standard Class;Medium
MO-2013-4900;12/12/2013;12/17/13;Standard Class;High
TU-2014-1420;05/06/2014;05/11/2014;Standard Class;Medium
SF-2014-350;8/29/14;09/02/2014;Standard Class;High
RW-2014-2250;11/24/14;12/01/2014;Standard Class;Medium
US-2014-116365;11/25/14;11/27/14;First Class;High
MX-2012-100321;09/01/2012;09/05/2012;Standard Class;High
ES-2011-2371090;12/30/11;01/01/2012;First Class;Medium
CM-2014-2470;02/01/2014;02/03/2014;Second Class;High
EG-2013-7640;12/19/13;12/25/13;Standard Class;Medium
BU-2013-2690;8/20/13;8/25/13;Standard Class;High
NI-2014-710;3/19/14;3/23/14;Standard Class;High
NI-2012-5160;09/05/2012;09/09/2012;Standard Class;Medium
MX-2012-145422;4/30/12;05/04/2012;Standard Class;High
IN-2012-53483;06/01/2012;06/05/2012;Second Class;High
KE-2013-2920;8/30/13;8/30/13;Same Day;High
GB-2012-3910;12/20/12;12/22/12;Second Class;Critical
MX-2013-158337;6/26/13;6/30/13;Second Class;Medium
US-2013-128643;08/12/2013;8/16/13;Standard Class;Medium
ES-2014-2538935;1/16/14;1/20/14;Standard Class;Medium
IN-2014-66188;06/11/2014;6/17/14;Standard Class;Medium
IN-2013-30901;3/22/13;3/26/13;Second Class;High
ID-2011-54834;8/18/11;8/22/11;Standard Class;Medium
CA-2012-153108;03/05/2012;03/09/2012;Standard Class;Medium
CA-2013-137393;05/07/2013;05/11/2013;Standard Class;High
TZ-2013-720;11/09/2013;11/13/13;Standard Class;High
RW-2011-6600;6/15/11;6/20/11;Standard Class;Medium
MX-2012-147053;6/30/12;07/05/2012;Second Class;Medium
ES-2014-5214699;08/06/2014;08/11/2014;Standard Class;Medium
ES-2012-4656254;8/13/12;8/19/12;Standard Class;Low
IT-2013-2076787;9/14/13;9/18/13;Standard Class;Medium
ID-2013-64284;12/12/2013;12/18/13;Standard Class;Low
IN-2013-37103;11/18/13;11/18/13;Same Day;High
IN-2011-56948;10/08/2011;10/15/11;Standard Class;Medium
ES-2011-3947498;12/12/2011;12/17/11;Standard Class;Medium
ID-2014-41737;05/10/2014;5/16/14;Standard Class;Medium
IN-2012-24916;2/16/12;2/20/12;Standard Class;High
ID-2011-43739;9/19/11;9/21/11;First Class;High
ID-2014-83240;9/30/14;10/05/2014;Second Class;Medium
MX-2013-103527;09/02/2013;09/07/2013;Standard Class;Medium
MX-2012-167311;04/12/2012;4/14/12;First Class;High
ES-2013-5731690;03/04/2013;03/08/2013;Standard Class;Medium
ES-2011-5912381;9/22/11;9/22/11;Same Day;High
ID-2011-22935;10/10/2011;10/15/11;Standard Class;Medium
CA-2013-158869;08/07/2013;08/08/2013;First Class;High
MX-2012-122294;12/02/2012;12/06/2012;Standard Class;High
MX-2014-106432;09/02/2014;09/07/2014;Standard Class;High
MX-2012-127166;12/04/2012;12/08/2012;Standard Class;High
US-2012-157105;9/24/12;9/29/12;Standard Class;Medium
MX-2014-164812;11/03/2014;11/07/2014;Standard Class;Medium
IN-2014-56437;10/17/14;10/22/14;Standard Class;Medium
ID-2013-52139;06/07/2013;06/10/2013;Second Class;High
ID-2012-67231;11/27/12;12/01/2012;Second Class;High
US-2014-113852;7/30/14;08/03/2014;Standard Class;Medium
US-2014-131961;12/09/2014;12/12/2014;First Class;Medium
SA-2013-3560;9/30/13;10/04/2013;Standard Class;High
CG-2011-9120;11/10/2011;11/12/2011;Second Class;High
UG-2014-9530;11/11/2014;11/17/14;Standard Class;Medium
US-2013-124947;4/15/13;4/19/13;Standard Class;Medium
US-2013-167437;9/24/13;9/28/13;Standard Class;High
US-2014-110744;11/28/14;12/05/2014;Standard Class;Medium
IN-2013-13401;08/07/2013;8/13/13;Standard Class;Medium
TU-2013-9640;6/17/13;6/21/13;Second Class;Medium
SA-2014-370;06/05/2014;06/09/2014;Standard Class;High
MX-2013-156762;6/24/13;6/28/13;Second Class;Medium
US-2011-120593;6/24/11;6/27/11;First Class;Medium
IT-2013-3132916;12/24/13;12/29/13;Standard Class;Medium
IN-2011-50564;10/24/11;10/26/11;Second Class;High
CA-2012-135272;12/07/2012;12/12/2012;Standard Class;Medium
CA-2014-132584;8/27/14;8/28/14;First Class;Medium
CA-2012-127544;08/08/2012;08/12/2012;Standard Class;Medium
RS-2012-9870;7/30/12;08/03/2012;Second Class;Medium
CG-2012-6000;9/24/12;9/27/12;Second Class;Critical
SF-2014-6650;8/28/14;09/01/2014;Standard Class;High
MX-2012-159744;8/13/12;8/19/12;Standard Class;Medium
ES-2014-2522974;8/29/14;8/30/14;First Class;Medium
ES-2012-5807038;06/02/2012;06/06/2012;Standard Class;High
IT-2012-5214692;09/03/2012;09/06/2012;First Class;High
IN-2013-72355;5/31/13;5/31/13;Same Day;Medium
US-2014-148362;07/02/2014;07/09/2014;Standard Class;Medium
US-2014-148768;12/01/2014;12/03/2014;Second Class;Medium
US-2012-155369;4/19/12;4/25/12;Standard Class;Medium
KZ-2011-1420;10/03/2011;10/07/2011;Standard Class;Medium
AG-2014-3510;11/06/2014;11/07/2014;First Class;High
ID-2014-81889;5/20/14;5/24/14;Standard Class;High
CA-2013-107615;3/23/13;3/26/13;First Class;Medium
CA-2011-167486;11/27/11;12/01/2011;Standard Class;Medium
IR-2014-5870;07/04/2014;07/08/2014;Standard Class;Medium
RS-2012-1550;10/12/2012;10/15/12;First Class;High
MX-2013-124807;01/09/2013;01/11/2013;Second Class;High
MX-2012-118997;11/19/12;11/24/12;Standard Class;Medium
MX-2011-147284;4/15/11;4/19/11;Standard Class;Medium
IN-2014-45559;9/15/14;9/20/14;Second Class;Medium
IN-2014-76807;11/29/14;12/03/2014;Standard Class;High
CA-2012-145821;05/01/2012;05/07/2012;Standard Class;Medium
CA-2013-108630;11/19/13;11/19/13;Same Day;Medium
TU-2014-8550;07/09/2014;07/12/2014;Second Class;Medium
IR-2011-4770;12/28/11;01/03/2012;Standard Class;Medium
LH-2011-900;4/14/11;4/20/11;Standard Class;Medium
US-2011-152856;11/05/2011;11/10/2011;Standard Class;High
US-2013-166450;10/07/2013;10/09/2013;Second Class;Critical
IT-2012-4099397;07/10/2012;7/15/12;Standard Class;High
IT-2013-5450715;7/17/13;7/20/13;Second Class;Critical
IN-2011-73055;12/31/11;01/06/2012;Standard Class;Medium
CA-2012-159779;9/25/12;9/29/12;Standard Class;Medium
CA-2014-123624;11/14/14;11/18/14;Second Class;High
UP-2012-2380;12/21/12;12/26/12;Standard Class;Medium
SO-2014-9400;2/22/14;2/26/14;Standard Class;High
NI-2012-3730;12/10/2012;12/10/2012;Same Day;Medium
SF-2013-4880;12/24/13;12/25/13;First Class;High
TZ-2014-7250;12/02/2014;12/06/2014;Standard Class;High
RS-2014-5150;12/13/14;12/18/14;Standard Class;High
MX-2011-108112;6/30/11;07/03/2011;First Class;Critical
MX-2012-120663;7/27/12;08/01/2012;Standard Class;Medium
ES-2011-3072555;04/04/2011;04/09/2011;Standard Class;Medium
IN-2012-21703;06/01/2012;06/02/2012;First Class;High
IN-2014-56899;05/06/2014;05/11/2014;Standard Class;High
ID-2014-73181;02/07/2014;02/10/2014;Second Class;Medium
CA-2012-121272;3/29/12;04/04/2012;Standard Class;Medium
CA-2013-145709;10/05/2013;10/09/2013;Standard Class;Medium
PL-2014-2570;7/19/14;7/21/14;Second Class;High
ML-2011-7140;12/22/11;12/26/11;Second Class;High
TU-2012-90;12/18/12;12/22/12;Standard Class;Medium
MX-2012-119144;10/31/12;11/05/2012;Standard Class;Medium
MX-2012-117723;10/27/12;11/01/2012;Standard Class;Medium
MX-2014-124520;12/18/14;12/18/14;Same Day;Critical
US-2011-137309;05/08/2011;05/12/2011;Standard Class;Medium
IN-2013-61134;06/09/2013;6/13/13;Standard Class;Medium
CA-2014-142888;11/22/14;11/26/14;Standard Class;High
CA-2011-103702;09/12/2011;9/17/11;Standard Class;Medium
CA-2013-126858;11/20/13;11/24/13;Standard Class;High
SA-2014-1490;06/09/2014;06/11/2014;First Class;High
AG-2014-8710;1/29/14;02/03/2014;Standard Class;Medium
TU-2012-6920;10/26/12;10/30/12;Standard Class;Medium
MX-2013-145296;12/09/2013;12/14/13;Standard Class;Medium
ES-2011-5867278;05/06/2011;05/08/2011;First Class;High
ID-2013-60329;05/02/2013;05/06/2013;Standard Class;Medium
CA-2012-150196;07/02/2012;07/03/2012;First Class;Critical
AJ-2011-7680;9/14/11;9/20/11;Standard Class;Medium
EG-2012-8440;8/28/12;09/01/2012;Standard Class;Medium
ES-2012-3217372;08/07/2012;08/11/2012;Standard Class;Medium
IT-2011-4311428;9/19/11;9/24/11;Standard Class;Medium
ID-2014-27912;02/12/2014;2/16/14;Standard Class;Medium
CA-2011-155271;05/04/2011;05/04/2011;Same Day;High
CA-2011-120544;11/23/11;11/27/11;Standard Class;High
CA-2014-139437;07/04/2014;07/09/2014;Standard Class;Medium
CA-2014-157350;8/27/14;09/02/2014;Standard Class;Medium
CA-2013-130400;03/09/2013;3/13/13;Standard Class;Medium
EG-2013-3870;11/28/13;12/02/2013;Standard Class;High
MX-2011-120677;9/15/11;9/22/11;Standard Class;Medium
ES-2013-1562914;08/04/2013;08/06/2013;Second Class;Critical
ES-2012-3079444;1/20/12;1/22/12;First Class;Critical
CA-2013-103919;10/04/2013;10/08/2013;Standard Class;High
EG-2011-7600;07/12/2011;7/17/11;Standard Class;Medium
IR-2011-4780;12/09/2011;12/12/2011;Second Class;High
MX-2013-130911;10/04/2013;10/06/2013;Second Class;Medium
ES-2011-4741318;6/16/11;6/18/11;Second Class;Medium
ES-2013-5985266;06/03/2013;06/08/2013;Standard Class;Medium
ES-2013-4142253;02/11/2013;2/17/13;Standard Class;Medium
IN-2012-58621;05/04/2012;05/09/2012;Standard Class;Medium
ID-2011-82148;11/09/2011;11/14/11;Standard Class;Medium
CA-2012-122371;9/26/12;10/01/2012;Standard Class;Medium
BK-2014-2770;12/05/2014;12/09/2014;Standard Class;Medium
TU-2011-940;5/13/11;5/16/11;Second Class;High
MX-2013-141852;08/01/2013;08/05/2013;Standard Class;Medium
MX-2014-135706;10/18/14;10/23/14;Standard Class;Medium
ES-2012-3471401;11/23/12;11/26/12;First Class;Medium
ES-2014-3802139;12/05/2014;12/11/2014;Standard Class;Medium
IN-2013-79831;11/30/13;12/06/2013;Standard Class;Medium
IN-2011-29963;01/06/2011;01/10/2011;Standard Class;High
IN-2012-62877;5/26/12;06/01/2012;Standard Class;Medium
IN-2013-41240;9/22/13;9/28/13;Standard Class;Medium
CA-2011-135699;8/29/11;8/29/11;Same Day;Medium
IZ-2011-2440;12/29/11;01/04/2012;Standard Class;Low
HR-2012-820;8/22/12;8/28/12;Standard Class;Medium
US-2014-145387;11/06/2014;11/11/2014;Standard Class;Medium
ES-2014-1139892;10/24/14;10/29/14;Standard Class;Medium
ID-2011-62884;5/30/11;5/30/11;Same Day;High
CA-2014-145702;5/20/14;5/25/14;Second Class;Medium
MX-2013-142118;6/28/13;07/02/2013;Second Class;Medium
ES-2014-4920624;12/12/2014;12/16/14;Standard Class;High
ES-2011-2734651;02/02/2011;02/04/2011;First Class;High
IN-2014-33092;12/04/2014;12/05/2014;First Class;Medium
ID-2012-57669;02/10/2012;2/17/12;Standard Class;Medium
IN-2013-39455;09/11/2013;9/13/13;First Class;Medium
CA-2014-102946;07/01/2014;07/06/2014;Standard Class;Medium
NI-2011-5380;4/30/11;05/04/2011;Standard Class;Medium
IN-2014-54050;08/05/2014;08/09/2014;Standard Class;Medium
IN-2014-61260;8/19/14;8/24/14;Standard Class;Medium
ID-2014-81364;11/05/2014;11/11/2014;Standard Class;Medium
NI-2014-8570;9/18/14;9/23/14;Standard Class;Medium
US-2013-162285;3/29/13;04/03/2013;Standard Class;Medium
MX-2013-109400;4/25/13;4/27/13;First Class;Medium
IN-2011-29935;06/10/2011;06/10/2011;Same Day;High
CA-2011-110611;10/06/2011;10/13/11;Standard Class;Medium
RS-2011-5580;6/22/11;6/28/11;Standard Class;Low
MX-2012-158904;06/05/2012;06/05/2012;Same Day;Medium
ES-2011-1698059;12/22/11;12/26/11;Standard Class;Medium
ID-2012-70906;01/03/2012;01/08/2012;Second Class;Medium
CA-2013-148698;05/03/2013;05/08/2013;Standard Class;High
CA-2011-107594;07/02/2011;07/06/2011;Standard Class;Medium
CA-2014-140508;9/19/14;9/22/14;First Class;Medium
RS-2012-6140;11/06/2012;11/08/2012;Second Class;High
MO-2011-9460;04/06/2011;04/12/2011;Standard Class;Medium
CG-2014-5460;12/23/14;12/27/14;Standard Class;Medium
US-2011-122399;12/08/2011;12/12/2011;Standard Class;High
ES-2013-5648133;05/06/2013;05/11/2013;Standard Class;Medium
ES-2013-5746961;9/20/13;9/25/13;Standard Class;High
IN-2014-24951;8/29/14;09/05/2014;Standard Class;Medium
CA-2011-115357;08/06/2011;08/11/2011;Second Class;Medium
CA-2011-165477;12/29/11;12/31/11;Second Class;High
MX-2012-138485;10/04/2012;10/09/2012;Standard Class;Medium
MX-2013-123239;06/06/2013;06/11/2013;Standard Class;Medium
ID-2013-25098;03/04/2013;03/09/2013;Standard Class;Medium
ID-2011-77332;3/15/11;3/19/11;Standard Class;High
BN-2012-3640;11/19/12;11/23/12;Standard Class;Medium
RS-2011-7560;8/15/11;8/19/11;Standard Class;High
MX-2011-163496;8/24/11;8/31/11;Standard Class;Medium
MX-2014-121552;4/25/14;4/29/14;Standard Class;Medium
ID-2014-28787;3/21/14;3/25/14;Standard Class;Medium
CA-2013-144645;02/02/2013;02/08/2013;Standard Class;Medium
CA-2013-167983;8/22/13;8/25/13;Second Class;High
IZ-2014-5860;8/27/14;09/02/2014;Standard Class;Medium
US-2014-147578;10/24/14;10/28/14;Standard Class;Medium
US-2012-109470;11/23/12;11/28/12;Second Class;Medium
MX-2014-138772;11/06/2014;11/10/2014;Standard Class;Medium
ES-2011-2994694;4/29/11;05/03/2011;Standard Class;High
CA-2014-102967;9/23/14;9/27/14;Standard Class;Medium
NI-2012-9240;06/04/2012;06/08/2012;Standard Class;High
CG-2014-7660;05/08/2014;5/13/14;Standard Class;Medium
RS-2011-7230;11/08/2011;11/11/2011;First Class;High
EZ-2014-8420;12/03/2014;12/06/2014;First Class;Medium
NI-2013-5730;9/19/13;9/24/13;Second Class;Medium
TZ-2014-8350;12/31/14;01/03/2015;First Class;High
US-2012-168627;4/27/12;05/02/2012;Standard Class;Medium
US-2014-126032;9/19/14;9/23/14;Standard Class;Medium
MX-2011-107629;7/26/11;7/28/11;Second Class;Medium
US-2013-115917;6/14/13;6/16/13;First Class;High
US-2011-126270;12/31/11;01/04/2012;Standard Class;Medium
ES-2012-1763830;4/27/12;4/28/12;First Class;Medium
ES-2013-4561146;05/12/2013;5/16/13;Standard Class;Medium
ID-2013-16180;5/30/13;06/03/2013;Standard Class;Medium
CA-2014-123351;9/22/14;9/26/14;Standard Class;Medium
IR-2014-4120;05/12/2014;5/19/14;Standard Class;Medium
IV-2014-3490;6/16/14;6/20/14;Second Class;Medium
ES-2011-1416586;03/01/2011;03/04/2011;Second Class;Medium
CA-2013-144400;2/23/13;2/27/13;Standard Class;High
CA-2014-115119;10/27/14;10/31/14;Standard Class;Medium
KZ-2013-6480;2/14/13;2/19/13;Standard Class;Medium
SG-2013-4430;6/17/13;6/21/13;Standard Class;Medium
AO-2012-2480;6/13/12;6/18/12;Standard Class;Medium
US-2012-117541;08/11/2012;8/15/12;Standard Class;Medium
ES-2013-2318967;1/28/13;02/02/2013;Standard Class;Medium
MO-2014-410;3/17/14;3/24/14;Standard Class;Medium
NI-2011-8880;1/20/11;1/24/11;Standard Class;High
SY-2013-6790;6/27/13;07/01/2013;Second Class;Medium
IR-2014-3220;12/12/2014;12/17/14;Second Class;Medium
MO-2011-8450;11/01/2011;11/06/2011;Second Class;High
US-2013-160332;3/23/13;3/25/13;Second Class;High
MX-2011-164539;11/22/11;11/29/11;Standard Class;Low
MX-2014-169838;05/06/2014;05/10/2014;Standard Class;Medium
ES-2011-4731879;12/21/11;12/23/11;Second Class;High
ES-2013-4408752;08/05/2013;08/10/2013;Standard Class;Medium
ID-2012-56913;5/23/12;5/30/12;Standard Class;Low
IN-2013-29326;6/22/13;6/27/13;Standard Class;Medium
CA-2014-144883;8/16/14;8/20/14;Standard Class;High
CA-2013-116379;11/08/2013;11/13/13;Standard Class;High
TU-2013-7820;02/12/2013;2/14/13;Second Class;Medium
CG-2013-2610;10/16/13;10/20/13;Standard Class;High
NI-2014-3680;07/06/2014;07/09/2014;Second Class;Critical
SA-2014-7010;3/21/14;3/27/14;Standard Class;Medium
AG-2013-9890;9/30/13;10/04/2013;Standard Class;High
US-2011-145093;6/14/11;6/20/11;Standard Class;Medium
MX-2013-162012;09/06/2013;09/12/2013;Standard Class;Medium
IT-2014-4304364;09/02/2014;09/07/2014;Standard Class;Medium
IN-2013-41870;6/24/13;6/28/13;Standard Class;High
CA-2014-104913;11/19/14;11/23/14;Standard Class;High
WA-2013-1560;12/30/13;01/03/2014;Standard Class;High
RS-2014-5110;3/19/14;3/20/14;First Class;Medium
US-2013-127761;01/07/2013;01/11/2013;Standard Class;Medium
MX-2011-146024;06/10/2011;6/15/11;Second Class;Medium
MX-2011-156727;10/17/11;10/24/11;Standard Class;Low
MX-2012-133655;7/18/12;7/20/12;Second Class;Medium
ES-2012-3292839;11/27/12;12/03/2012;Standard Class;Medium
ID-2012-62513;6/16/12;6/18/12;First Class;High
IN-2013-53861;6/25/13;6/29/13;Standard Class;High
US-2011-147704;11/16/11;11/21/11;Standard Class;Medium
CA-2012-149909;11/13/12;11/17/12;Standard Class;Medium
CA-2012-3440;04/02/2012;04/07/2012;Second Class;Medium
TU-2013-3920;07/03/2013;07/09/2013;Standard Class;Medium
CM-2012-5610;3/26/12;3/31/12;Standard Class;Medium
MX-2014-148348;05/12/2014;5/17/14;Standard Class;Medium
ES-2012-3098892;2/14/12;2/18/12;Standard Class;High
IN-2013-37810;8/31/13;09/06/2013;Standard Class;Medium
IN-2013-26540;09/02/2013;09/05/2013;First Class;Critical
US-2012-139759;8/25/12;8/30/12;Standard Class;Medium
CA-2013-133802;3/15/13;3/21/13;Standard Class;Low
CA-2013-117604;09/05/2013;09/10/2013;Standard Class;Medium
MX-2013-168781;09/05/2013;09/12/2013;Standard Class;Medium
ES-2011-5460465;02/01/2011;02/05/2011;Standard Class;Medium
ID-2012-60567;8/25/12;8/25/12;Same Day;High
CA-2013-125738;10/16/13;10/22/13;Standard Class;Medium
CA-2014-121615;11/04/2014;11/10/2014;Standard Class;Low
MX-2014-111780;10/25/14;10/30/14;Standard Class;Medium
ES-2014-4165651;7/31/14;08/02/2014;Second Class;High
ES-2014-1083419;12/30/14;01/03/2015;Standard Class;High
IN-2013-21024;02/06/2013;02/11/2013;Standard Class;Medium
CA-2012-122287;6/18/12;6/23/12;Standard Class;Medium
CA-2013-108959;03/11/2013;3/15/13;Second Class;Medium
KZ-2011-6440;9/27/11;10/04/2011;Standard Class;Low
NI-2013-2470;11/07/2013;11/11/2013;Second Class;Medium
UP-2014-8230;11/14/14;11/20/14;Standard Class;Low
MX-2011-111843;7/28/11;08/01/2011;Standard Class;High
ES-2011-2776937;4/29/11;05/03/2011;Standard Class;Medium
ES-2014-5746112;08/06/2014;08/12/2014;Standard Class;Medium
ES-2012-2874029;10/15/12;10/20/12;Standard Class;Medium
ES-2014-1679056;6/30/14;07/05/2014;Standard Class;Medium
IN-2012-26624;09/12/2012;9/16/12;Standard Class;Medium
ID-2012-73398;5/19/12;5/26/12;Standard Class;Low
NI-2011-5560;12/08/2011;12/13/11;Standard Class;Medium
IZ-2012-7440;8/17/12;8/18/12;First Class;Medium
MX-2012-138597;06/08/2012;06/12/2012;Standard Class;High
MX-2014-110527;12/31/14;01/02/2015;Second Class;Medium
MX-2011-167773;04/01/2011;04/05/2011;Standard Class;High
CA-2014-115931;12/23/14;12/27/14;Standard Class;Medium
CA-2011-143840;5/22/11;5/29/11;Standard Class;Medium
MX-2014-124996;1/17/14;1/22/14;Standard Class;Medium
US-2013-156846;04/01/2013;04/06/2013;Standard Class;Medium
ES-2014-4361506;07/01/2014;07/05/2014;Standard Class;Medium
IT-2013-2640538;9/23/13;9/29/13;Standard Class;Medium
IN-2011-16362;2/22/11;2/26/11;Standard Class;Medium
IN-2011-51215;11/05/2011;11/09/2011;Second Class;Medium
ID-2014-59517;11/05/2014;11/09/2014;Standard Class;Medium
CA-2011-129364;12/08/2011;12/13/11;Standard Class;Medium
CA-2012-141740;11/01/2012;11/05/2012;Standard Class;Medium
UP-2014-3450;8/27/14;8/29/14;Second Class;High
CA-2013-9380;6/21/13;6/25/13;Standard Class;Medium
EG-2013-9910;12/25/13;12/28/13;First Class;High
US-2011-150623;9/27/11;10/02/2011;Standard Class;Medium
MX-2014-133592;12/29/14;01/04/2015;Standard Class;Medium
MX-2014-135790;12/24/14;12/28/14;Second Class;Medium
ES-2013-3679101;08/09/2013;08/11/2013;First Class;High
IT-2012-2805634;12/17/12;12/21/12;Standard Class;Medium
IN-2012-28269;08/09/2012;8/14/12;Standard Class;Medium
ID-2011-78193;8/25/11;8/31/11;Standard Class;Medium
US-2011-146185;11/29/11;12/01/2011;Second Class;High
IN-2012-12435;8/23/12;8/28/12;Standard Class;Medium
CA-2012-106208;12/10/2012;12/15/12;Standard Class;High
US-2013-112396;02/09/2013;2/13/13;Standard Class;Medium
US-2014-139577;10/02/2014;10/07/2014;Standard Class;Medium
NI-2011-9470;12/12/2011;12/15/11;First Class;High
RS-2014-8410;09/09/2014;9/14/14;Standard Class;Medium
IZ-2011-8230;07/05/2011;07/12/2011;Standard Class;Medium
SF-2014-740;07/10/2014;07/12/2014;First Class;Medium
IR-2013-9410;1/23/13;1/28/13;Standard Class;Medium
MX-2014-148642;11/10/2014;11/14/14;Standard Class;High
US-2014-121111;12/01/2014;12/03/2014;Second Class;Medium
US-2014-144498;5/27/14;06/01/2014;Second Class;Medium
US-2014-146353;2/21/14;2/27/14;Standard Class;Low
ES-2014-4401973;11/22/14;11/27/14;Standard Class;Medium
IR-2013-4410;5/21/13;5/25/13;Standard Class;Medium
RO-2013-220;02/12/2013;2/16/13;Standard Class;Medium
SA-2014-9630;6/13/14;6/16/14;First Class;Critical
MX-2014-144015;11/14/14;11/18/14;Standard Class;High
MX-2012-105452;11/10/2012;11/13/12;First Class;Medium
ES-2014-1332952;4/16/14;4/21/14;Second Class;Medium
IN-2014-79173;12/14/14;12/19/14;Second Class;Medium
IN-2014-10090;04/11/2014;4/16/14;Standard Class;Medium
IN-2014-16635;7/16/14;7/18/14;Second Class;High
ID-2014-24125;1/20/14;1/22/14;Second Class;Medium
CA-2014-168739;5/30/14;06/06/2014;Standard Class;Medium
CA-2012-132374;2/22/12;2/24/12;Second Class;High
IR-2012-4680;11/13/12;11/19/12;Standard Class;Medium
WZ-2014-830;3/18/14;3/23/14;Standard Class;Medium
SO-2014-5090;6/17/14;6/21/14;Standard Class;High
SO-2013-7290;3/23/13;3/23/13;Same Day;High
TU-2014-3550;04/10/2014;4/13/14;Second Class;Medium
MX-2013-167374;10/16/13;10/22/13;Standard Class;Low
IN-2014-33386;1/17/14;1/22/14;Standard Class;Medium
IN-2013-66272;10/01/2013;10/02/2013;First Class;Medium
IN-2012-58859;10/30/12;11/04/2012;Standard Class;Medium
IN-2012-21871;1/19/12;1/19/12;Same Day;High
IN-2012-81637;6/28/12;6/30/12;Second Class;Critical
ID-2014-83450;11/26/14;11/30/14;Standard Class;High
CA-2013-146010;5/21/13;5/24/13;First Class;Medium
CA-2012-163734;6/19/12;6/24/12;Standard Class;Medium
SA-2013-430;06/10/2013;6/17/13;Standard Class;Low
ES-2011-3041134;10/07/2011;10/08/2011;First Class;High
IT-2012-1777951;10/03/2012;10/10/2012;Standard Class;Medium
ES-2012-4644458;06/09/2012;6/13/12;Standard Class;High
ES-2014-4451711;7/30/14;08/04/2014;Standard Class;Medium
CA-2011-104773;12/08/2011;12/13/11;Standard Class;High
CA-2012-161711;11/28/12;12/03/2012;Standard Class;Medium
AG-2013-6520;02/04/2013;02/09/2013;Standard Class;Medium
US-2012-111115;3/19/12;3/23/12;Standard Class;High
MX-2014-112508;11/25/14;11/30/14;Standard Class;Medium
ES-2012-1834982;1/16/12;1/23/12;Standard Class;Medium
