Order;Customer;Product;Sales_Value;Quantity_Sold;Shipping_Cost
MX-2013-122504;GZ-14470;OFF-BI-10000930;1548;6;1.04
MX-2013-119095;AW-10840;OFF-SU-10001891;2444;2;1.04
MX-2014-102946;FA-14230;TEC-PH-10003182;16092;3;1.04
IT-2011-5810579;JG-15115;OFF-ST-10002042;2688;2;1.04
ES-2014-2426190;SH-20395;FUR-FU-10000361;3156;1;1.04
ES-2011-2969148;JM-15250;OFF-LA-10002733;3228;4;1.04
IT-2013-5950482;JM-15655;OFF-LA-10003827;1368;1;1.04
IT-2014-4007032;JJ-15760;OFF-LA-10002900;855;2;1.04
IT-2011-5091991;JM-15865;OFF-FA-10002895;1038;2;1.04
ES-2012-3082564;JC-15340;OFF-ST-10003764;5094;3;1.04
ES-2014-4965996;EH-13990;OFF-LA-10001413;3411;3;1.04
ES-2013-1423228;TT-21460;OFF-AR-10000711;1455;1;1.04
ES-2014-5117456;GH-14410;OFF-FA-10001097;4596;4;1.04
IN-2013-27492;BE-11335;OFF-BI-10003917;1323;3;1.04
ID-2014-34814;JS-15880;OFF-FA-10003893;220374;3;1.04
IN-2014-58453;EK-13795;OFF-FA-10003833;1419;1;1.04
ID-2013-10636;CD-12280;OFF-SU-10003592;45117;3;1.04
IN-2013-28164;DW-13195;OFF-EN-10000776;212106;2;1.04
IN-2012-49731;HR-14770;OFF-LA-10003273;2916;3;1.04
ID-2011-13660;BD-11605;OFF-FA-10003615;124974;3;1.04
IN-2012-86999;RF-19345;OFF-FA-10003587;28512;4;1.04
IN-2014-80937;PA-19060;OFF-BI-10004769;645;1;1.04
ID-2012-81763;DP-13000;OFF-SU-10001968;16236;1;1.04
CA-2014-163139;CC-12670;OFF-ST-10002790;22155;3;1.04
CA-2013-138520;JL-15505;OFF-AR-10002399;1704;4;1.04
CA-2013-100790;JG-15805;OFF-AR-10003045;147;5;1.04
CA-2013-147585;CB-12535;FUR-FU-10002597;1482;3;1.04
CA-2014-140949;DB-13405;OFF-LA-10000081;1875;5;1.04
CA-2014-134845;SR-20425;OFF-BI-10000773;1203;5;1.04
CA-2011-116904;SC-20095;OFF-BI-10000301;1294;2;1.04
CA-2011-102085;JD-16015;OFF-LA-10002475;2924;4;1.04
US-2013-131114;RW-19630;OFF-SU-10001664;20568;3;1.04
CA-2013-150000;PG-18820;OFF-EN-10002973;1792;4;1.04
CA-2012-158421;GB-14575;OFF-BI-10000050;146;2;1.04
CA-2011-138709;MS-17770;OFF-PA-10004734;2184;3;1.04
US-2011-164763;MH-17440;OFF-PA-10003349;1296;2;1.04
US-2014-161935;JL-15835;OFF-AR-10004757;1312;5;1.04
US-2011-103338;RB-19435;OFF-AR-10001770;798;3;1.04
US-2012-144771;CK-12205;FUR-FU-10000629;11032;1;1.04
CA-2011-130918;JP-15520;OFF-SU-10003936;7632;3;1.04
CA-2013-105207;BO-11350;OFF-BI-10004364;1188;2;1.04
MO-2014-340;KW-6570;OFF-ACC-10004281;1404;2;1.04
TU-2013-7200;ON-8715;FUR-SAF-10000593;149544;6;1.04
MO-2011-8850;TS-11505;OFF-IBI-10002486;891;1;1.04
EG-2012-2610;AH-120;OFF-ADV-10004598;1338;1;1.04
MO-2014-4870;GH-4425;OFF-AVE-10001847;1236;1;1.04
TU-2014-4210;AD-180;OFF-ROG-10003733;11904;1;1.04
IR-2011-6700;TS-11430;OFF-IBI-10001494;927;1;1.04
SF-2011-6020;DP-3390;OFF-BOS-10001348;3213;1;1.04
IV-2013-7910;AS-630;FUR-ADV-10001659;342;2;1.04
IZ-2013-740;TH-11235;OFF-HON-10000137;666;1;1.04
SA-2014-2680;AS-285;OFF-SAN-10003285;1236;1;1.04
TU-2012-6890;EM-4095;OFF-ACC-10000808;12048;1;1.04
EG-2013-8450;JF-5565;OFF-CAR-10004886;1383;1;1.04
AU-2011-3990;LR-7035;OFF-AME-10002949;2148;2;1.04
UP-2014-5160;ME-7320;OFF-IBI-10003732;849;1;1.04
SU-2014-3390;JM-5250;OFF-ACC-10000233;1515;1;1.04
NI-2011-2900;EM-3825;OFF-FEL-10002158;1584;2;1.04
NI-2014-9870;PF-9225;OFF-STA-10004163;14076;2;1.04
IR-2014-7190;BG-1740;OFF-ACC-10003422;1665;1;1.04
MO-2014-2000;DP-3105;OFF-EAT-10003338;2472;1;1.04
TU-2014-8390;CA-2775;OFF-ACM-10000476;12732;1;1.04
KG-2012-7180;TA-11385;OFF-STO-10000631;1143;1;1.04
TU-2012-1560;CG-2040;OFF-SAN-10004824;4176;4;1.04
MX-2012-154403;MT-18070;OFF-SU-10003701;11;1;1.04
US-2014-157315;HR-14770;OFF-FA-10002552;14256;3;1.04
US-2012-129581;RS-19420;OFF-EN-10001375;16836;1;1.04
MX-2014-159877;GG-14650;OFF-LA-10000276;1236;2;1.04
MX-2011-130757;KH-16690;OFF-LA-10000448;1128;2;1.04
MX-2012-126928;TN-21040;OFF-FA-10002719;2276;2;1.03
MX-2014-143658;SC-20575;OFF-LA-10002782;1308;3;1.03
US-2013-159660;NF-18475;OFF-FA-10003892;11472;2;1.03
US-2014-100776;CJ-12010;OFF-ST-10000880;9588;1;1.03
MX-2013-134453;RM-19375;OFF-FA-10001700;1112;1;1.03
ES-2014-4794612;BT-11395;OFF-FA-10001551;2514;2;1.03
ES-2014-2888626;CM-11815;OFF-BI-10001723;2472;2;1.03
ES-2011-3721082;LB-16735;OFF-AR-10002433;2064;2;1.03
ES-2012-3605781;DJ-13420;OFF-EN-10003271;56943;3;1.03
IT-2013-1539522;RD-19720;OFF-AR-10000799;1602;2;1.03
ES-2012-5419499;AA-10480;OFF-ST-10003931;42795;1;1.03
IT-2014-4574180;SF-20965;OFF-ST-10001173;15714;1;1.03
ES-2013-2371724;DW-13480;OFF-EN-10003484;6;1;1.03
ES-2014-3856656;AB-10015;OFF-LA-10001607;216;2;1.03
ES-2012-5913584;DB-13405;OFF-EN-10000142;2928;2;1.03
IN-2012-78886;SL-20155;OFF-EN-10004144;1191;1;1.03
IN-2014-71480;PV-18985;OFF-ST-10002714;28998;3;1.03
ID-2011-85039;LH-17155;OFF-LA-10001229;1278;2;1.03
ID-2013-83226;KB-16405;OFF-LA-10001246;12672;2;1.03
CA-2012-155334;HA-14920;FUR-FU-10003274;528;3;1.03
CA-2014-100013;ZC-21910;OFF-EN-10001219;1528;2;1.03
US-2013-162859;PG-18820;OFF-FA-10000304;872;4;1.03
CA-2014-100426;DC-12850;OFF-PA-10002870;1248;2;1.03
US-2014-126179;CS-12460;FUR-FU-10002554;2399;1;1.03
CA-2014-158967;BT-11680;FUR-FU-10001940;19104;3;1.03
CA-2014-128629;BP-11155;FUR-FU-10000771;1884;3;1.03
US-2011-150119;LB-16795;FUR-FU-10002191;22336;4;1.03
CA-2013-168893;AP-10915;OFF-AR-10001770;798;3;1.03
CA-2012-156482;IL-15100;OFF-AR-10001022;568;2;1.03
CA-2014-147452;CS-11845;OFF-AP-10001626;389;1;1.03
US-2011-105151;SG-20890;OFF-AR-10001231;105;5;1.03
CA-2014-100615;SJ-20215;OFF-AR-10001683;1576;2;1.03
NI-2014-8030;DW-3540;OFF-WIL-10000777;8505;1;1.03
TU-2011-2310;JR-6210;OFF-BIC-10003473;11076;1;1.03
IR-2013-8670;BD-1620;OFF-AVE-10004556;1908;4;1.03
MZ-2013-7330;CS-1950;OFF-ELI-10003004;1542;1;1.03
CA-2014-240;TB-11280;OFF-AVE-10000585;924;1;1.03
SF-2012-1990;AM-360;OFF-BIC-10001632;1455;1;1.03
TU-2012-7140;MK-7905;OFF-SME-10001853;13992;2;1.03
TU-2013-7590;AW-840;OFF-STO-10004495;5412;1;1.03
PL-2013-5330;BD-1320;OFF-AVE-10001473;2268;2;1.03
HR-2014-3840;SG-10470;OFF-AVE-10004512;882;2;1.03
EG-2014-150;PW-9240;OFF-TEN-10000766;237;1;1.03
TO-2014-1980;JO-5550;FUR-SAF-10000565;5193;1;1.03
TU-2011-1510;RD-9720;OFF-FEL-10004974;10752;1;1.03
TU-2011-3230;CS-1845;TEC-SAN-10001738;15924;1;1.03
TU-2013-780;CV-2805;OFF-ELD-10002279;1956;1;1.03
GG-2014-4090;SJ-10215;OFF-HAR-10002083;2856;4;1.03
MX-2012-128615;JL-15235;OFF-LA-10000990;2872;4;1.03
MX-2013-136819;SG-20470;OFF-PA-10004386;1986;1;1.03
MX-2014-133928;KC-16255;OFF-SU-10001722;15036;1;1.03
US-2014-168760;MP-18175;OFF-LA-10004312;13824;4;1.03
US-2014-133011;AH-10075;OFF-ST-10003648;13248;2;1.03
MX-2014-103758;TA-21385;OFF-SU-10003157;32;2;1.03
US-2012-127908;KC-16255;OFF-SU-10003485;4368;3;1.02
MX-2012-124982;CS-11860;OFF-EN-10003472;2382;3;1.02
MX-2013-153479;SC-20230;OFF-EN-10004820;392;2;1.02
MX-2014-108980;JM-15265;FUR-FU-10002007;168;1;1.02
ES-2011-1653919;EB-13705;OFF-ST-10001818;43632;1;1.02
ES-2014-2504278;AO-10810;OFF-BI-10003114;1398;2;1.02
ES-2013-2475819;BD-11560;OFF-BI-10001843;159;2;1.02
ES-2013-4250046;CS-11950;OFF-AR-10000594;1977;2;1.02
IT-2011-3462831;SP-20860;OFF-FA-10002308;17955;3;1.02
ES-2014-4226673;VT-21700;OFF-AR-10002382;2694;1;1.02
ES-2014-4592758;CS-12460;OFF-BI-10003440;3321;3;1.02
ES-2012-1216394;JK-16120;OFF-LA-10004753;2508;4;1.02
IT-2014-5269744;SG-20470;OFF-PA-10002941;1488;1;1.02
ES-2012-4717022;JL-15850;OFF-LA-10004332;123;2;1.02
ES-2013-2659584;LR-17035;OFF-BI-10001544;1197;3;1.02
IN-2011-76961;RE-19450;OFF-BI-10000106;192;4;1.02
ID-2012-76954;PK-18910;OFF-SU-10003651;105;2;1.02
IN-2011-52146;BD-11620;OFF-BI-10000583;21546;6;1.02
IN-2011-38111;DB-13060;OFF-BI-10002386;15444;2;1.02
IN-2013-54673;KM-16660;OFF-FA-10001651;32472;4;1.02
CA-2011-129924;AC-10420;OFF-BI-10003314;7712;2;1.02
CA-2013-140081;CG-12040;OFF-PA-10001870;15552;3;1.02
CA-2013-151155;AB-10255;OFF-BI-10003910;1542;2;1.02
CA-2011-164910;DM-13345;OFF-AR-10003651;7872;3;1.02
CA-2012-153612;BT-11305;OFF-AR-10000203;1712;4;1.02
CA-2014-117667;MS-17980;OFF-AR-10000716;13392;3;1.02
CA-2011-144029;MM-18055;OFF-AR-10000716;13392;3;1.02
CA-2014-117443;JB-15400;OFF-BI-10004002;1384;4;1.02
CA-2014-134096;PP-18955;OFF-BI-10004002;1557;3;1.02
US-2012-160563;NS-18640;FUR-FU-10001731;1602;6;1.02
CA-2011-165393;NC-18415;OFF-BI-10001658;4984;1;1.02
CA-2014-161172;SP-20920;OFF-BI-10004654;5193;3;1.02
CA-2014-101700;SO-20335;FUR-FU-10001025;11664;3;1.02
CA-2013-146423;BT-11680;OFF-AR-10004817;1548;3;1.02
CA-2014-124261;JE-15715;OFF-AR-10003504;3424;8;1.02
IR-2013-2290;SM-10950;TEC-EPS-10001341;4482;1;1.02
NI-2011-2280;MB-8085;OFF-SAN-10004232;14706;2;1.02
TS-2014-6460;EM-4065;OFF-ACC-10004364;1452;1;1.02
TU-2012-6830;RP-9855;OFF-BOS-10004950;6192;1;1.02
NI-2014-4360;CG-2520;OFF-WIL-10002233;477;2;1.02
UP-2014-1960;MM-8280;OFF-EAT-10003405;1488;1;1.02
NI-2014-9060;SH-9975;OFF-SAN-10004288;13644;1;1.02
EG-2011-2040;AP-720;OFF-BIN-10001274;2388;2;1.02
SF-2014-2670;SA-10830;FUR-DEF-10003676;2232;1;1.02
SO-2011-6480;SW-10755;OFF-HON-10001132;1824;4;1.02
SA-2012-4320;MT-8070;OFF-IBI-10000080;1584;1;1.02
TU-2014-5890;CM-2715;OFF-ELD-10001882;8208;2;1.02
KZ-2014-660;SP-10620;OFF-FEL-10002837;7929;1;1.02
TU-2011-9570;SM-10320;OFF-FIS-10001399;8904;2;1.02
MX-2012-121678;JB-15925;OFF-BI-10003184;1158;3;1.02
US-2011-143175;AH-10075;OFF-ST-10003489;384;3;1.02
MX-2014-142048;AI-10855;OFF-BI-10004145;604;2;1.02
MX-2014-120215;BE-11335;OFF-BI-10002222;1528;2;1.02
MX-2013-110149;MM-18280;OFF-FA-10001727;5152;7;1.02
MX-2012-157651;MV-18190;FUR-FU-10001175;2804;1;1.01
US-2013-136196;JE-15610;FUR-FU-10000686;1361;1;1.01
MX-2014-132927;BE-11335;OFF-LA-10000989;64;2;1.01
MX-2014-136854;CA-12265;OFF-LA-10004239;219;3;1.01
MX-2013-106782;BE-11335;OFF-BI-10003184;193;5;1.01
MX-2014-102659;CD-11920;OFF-FA-10000455;864;1;1.01
ES-2013-5488008;KS-16300;OFF-BI-10001507;2238;2;1.01
IT-2012-2644618;BF-11020;OFF-FA-10002531;1407;2;1.01
IT-2014-2944328;AA-10315;FUR-FU-10000444;29988;2;1.01
IT-2012-5640548;RS-19420;OFF-AR-10000711;21825;3;1.01
IT-2014-4756774;MH-17620;OFF-ST-10001562;2016;2;1.01
ES-2013-4487295;DK-13150;OFF-EN-10002240;1344;1;1.01
IN-2014-52846;DK-12985;OFF-LA-10004062;170316;2;1.01
ID-2014-67644;AS-10135;OFF-EN-10004493;2979;2;1.01
IN-2012-56857;GB-14530;OFF-FA-10002360;3258;3;1.01
IN-2012-78984;SV-20365;OFF-ST-10000268;2154;2;1.01
IN-2014-19274;DB-13270;OFF-FA-10000581;217035;3;1.01
IN-2014-45734;MK-18160;OFF-BI-10003018;3708;3;1.01
CA-2014-110905;RW-19690;OFF-PA-10002586;249;5;1.01
CA-2012-156377;TB-21625;FUR-FU-10002364;1476;5;1.01
CA-2014-148166;NK-18490;OFF-AR-10004956;17856;4;1.01
CA-2014-131233;CS-12355;OFF-BI-10000829;10776;3;1.01
CA-2013-107328;CA-12055;OFF-BI-10002160;1524;5;1.01
CA-2013-156251;TS-21160;OFF-BI-10003529;852;3;1.01
CA-2013-152471;ZD-21925;OFF-PA-10004965;15984;2;1.01
CA-2014-163692;Dp-13240;OFF-BI-10003291;7857;3;1.01
CA-2014-151176;SV-20785;OFF-AR-10000614;1071;3;1.01
CA-2012-150749;AS-10240;OFF-AR-10003732;556;2;1.01
CA-2012-105571;CP-12340;OFF-BI-10003305;16146;9;1.01
CA-2011-133305;MH-17455;OFF-BI-10002954;1828;5;1.01
CA-2013-133613;CP-12340;OFF-BI-10002003;796;2;1.01
US-2012-126753;SP-20860;OFF-PA-10002787;10368;2;1.01
CA-2011-151946;BT-11440;OFF-AP-10001626;1556;4;1.01
CA-2011-133389;TB-21280;OFF-BI-10001553;8226;3;1.01
CA-2014-100433;SJ-20125;OFF-PA-10003441;2592;4;1.01
SO-2012-7640;PS-8970;OFF-AVE-10001473;1134;1;1.01
NI-2011-9200;AG-900;OFF-IBI-10001772;5022;2;1.01
NI-2012-5810;SP-10650;OFF-ELI-10003179;13518;2;1.01
IR-2013-1050;RB-9795;OFF-KRA-10004892;9;1;1.01
IR-2011-4250;TB-11250;OFF-IBI-10001951;129;2;1.01
NI-2014-9180;EC-4050;OFF-NOV-10001753;3654;2;1.01
BN-2012-3640;AS-225;OFF-ACC-10004538;1368;1;1.01
CA-2011-8190;DP-3000;OFF-BIN-10000772;2985;1;1.01
NI-2011-7810;CM-2715;OFF-FIS-10004721;9666;1;1.01
IZ-2014-6230;CS-2250;OFF-TEN-10003127;1698;1;1.01
HR-2014-1830;TS-11160;OFF-CAR-10001577;4977;1;1.01
MX-2013-163783;KC-16540;OFF-FA-10000644;976;1;1.01
US-2012-149783;DR-12940;OFF-FA-10003885;26016;4;1.01
MX-2011-147865;EC-14050;OFF-LA-10003140;1314;3;1.01
US-2013-119760;JC-15385;OFF-ST-10001227;1712;2;1.01
MX-2011-139731;HG-14965;OFF-BI-10002075;9648;3;1.01
US-2012-163265;ME-18010;OFF-LA-10003717;12096;2;1
MX-2014-166541;PO-18850;OFF-AR-10000461;1318;1;1
MX-2012-142713;JO-15145;OFF-FA-10000087;1122;1;1
MX-2013-136224;KN-16705;OFF-SU-10001722;2506;1;1
US-2013-108581;AG-10300;OFF-FA-10004931;23724;3;1
ES-2013-2219250;AR-10405;OFF-EN-10002240;2016;3;1
ES-2013-1900042;AS-10225;OFF-BI-10002799;2292;2;1
ES-2012-4424003;ZC-21910;OFF-BI-10004054;801;3;1
ES-2014-5423169;EP-13915;OFF-BI-10001685;1338;2;1
ES-2012-3263566;CB-12535;OFF-FA-10002066;1977;1;1
ES-2014-2320221;JM-15865;OFF-LA-10002995;1728;2;1
ES-2011-1875818;BM-11650;OFF-BI-10003440;3321;3;1
IN-2013-10174;RA-19915;FUR-CH-10001664;32406;2;1
IN-2014-18238;KH-16690;OFF-LA-10002939;2268;2;1
ID-2014-37131;RB-19705;OFF-LA-10003379;14355;2;1
IN-2011-53322;AR-10345;TEC-PH-10002299;19764;3;1
IN-2013-67014;JL-15235;OFF-FA-10001596;13062;7;1
IN-2014-26470;KH-16510;OFF-EN-10000968;3645;1;1
ID-2014-72593;KE-16420;OFF-FA-10001621;256149;3;1
IN-2011-41254;SC-20230;OFF-SU-10000178;3666;2;1
IN-2012-29137;BW-11110;OFF-SU-10003897;13392;1;1
ID-2013-82239;HH-15010;OFF-LA-10002086;14112;2;1
ID-2014-83415;DL-12925;OFF-PA-10004673;10116;1;1
CA-2014-144526;QJ-19255;OFF-BI-10002353;13896;3;1
CA-2013-168354;RH-19510;OFF-PA-10002377;1704;3;1
CA-2012-116092;JM-16195;OFF-PA-10004285;1336;2;1
CA-2014-122035;EM-13825;OFF-LA-10004093;1462;2;1
US-2012-123960;BD-11605;FUR-FU-10004666;2916;2;1
CA-2014-123001;AW-10840;OFF-AR-10001919;94;5;1
US-2013-164588;AP-10915;OFF-AR-10003056;1284;3;1
CA-2014-143651;FM-14215;OFF-AR-10001446;231;2;1
CA-2013-161543;RD-19720;OFF-PA-10003971;1196;2;1
CA-2014-100615;SJ-20215;FUR-FU-10002456;1456;5;1
CA-2011-164182;ST-20530;TEC-PH-10002070;13494;1;1
CA-2013-105732;AG-10270;OFF-LA-10004559;144;5;1
CA-2014-150469;CJ-12010;OFF-FA-10000611;1184;8;1
US-2011-127635;SC-20260;OFF-PA-10004610;6848;2;1
CA-2012-165554;AJ-10780;OFF-PA-10003724;1086;2;1
CA-2012-136105;SZ-20035;OFF-ST-10002444;2456;2;1
CA-2011-115133;DA-13450;OFF-PA-10000174;32896;4;1
CA-2012-122973;PJ-19015;FUR-FU-10002364;738;1;1
SF-2014-3260;LT-7110;OFF-HAR-10001310;1824;2;1
TU-2012-3070;KD-6270;OFF-BOS-10001348;12852;1;1
RO-2012-5920;MV-8190;OFF-SAN-10004339;1893;1;1
SU-2014-5140;RD-9585;OFF-KLE-10004543;1356;1;1
NI-2013-4460;FA-4230;OFF-CAR-10002942;8748;1;1
CA-2014-6280;JD-5895;OFF-CAR-10003030;876;1;1
IZ-2013-4480;PW-9240;OFF-CAM-10003933;1935;1;1
JO-2014-8690;RD-9930;OFF-IBI-10000779;2082;2;1
SF-2014-320;RH-9555;OFF-BIC-10002942;192;1;1
TU-2011-6260;JL-5130;OFF-ROG-10001818;24576;2;1
TU-2013-1530;LS-7200;OFF-STO-10000128;2256;4;1
BO-2014-1160;DL-3315;OFF-CAR-10001746;672;1;1
SF-2013-7960;GH-4410;OFF-NOV-10001568;1137;1;1
SA-2014-6550;RE-9450;OFF-ELD-10001882;1026;1;1
RW-2011-6640;AG-390;OFF-SME-10002823;4848;1;1
RO-2014-3800;DK-2835;OFF-CAR-10003030;1752;2;1
ML-2014-4160;TM-11490;OFF-OIC-10000855;1419;1;1
CG-2011-30;HR-4770;OFF-IBI-10000080;1584;1;1
MX-2012-169047;BG-11035;OFF-BI-10000188;1068;3;1
US-2012-143973;JC-15385;TEC-AC-10000151;4482;3;1
MX-2013-158519;BE-11455;OFF-LA-10001484;177;3;1
MX-2014-136945;LT-17110;OFF-BI-10001191;1304;4;1
MX-2011-118234;BT-11440;OFF-BI-10002414;6246;9;1
MX-2014-137617;KB-16240;OFF-ST-10003172;1866;3;0.99
MX-2013-108098;MC-17635;OFF-LA-10004495;1624;4;0.99
MX-2014-152030;RB-19435;OFF-LA-10002673;9;2;0.99
US-2014-129357;LC-17140;OFF-FA-10003496;9456;2;0.99
MX-2013-168970;MY-18295;OFF-BI-10003112;1456;2;0.99
US-2012-121097;HD-14785;OFF-ST-10000557;132;2;0.99
US-2014-124695;DJ-13510;OFF-FA-10003850;10728;3;0.99
IT-2012-2539640;JK-16090;OFF-BI-10000620;129;2;0.99
ES-2014-5500680;TT-21070;OFF-ST-10002905;216;1;0.99
IT-2011-5348771;SC-20725;OFF-LA-10004774;1167;1;0.99
IT-2011-4004093;SW-20350;OFF-AR-10003113;2388;4;0.99
ES-2012-3346363;TS-21655;OFF-BI-10003152;954;2;0.99
ES-2013-3422294;DB-13060;OFF-FA-10002047;1398;2;0.99
ES-2014-5093967;BF-11275;OFF-BI-10000171;681;1;0.99
ES-2011-3321216;PC-18745;OFF-PA-10004923;1494;1;0.99
ES-2014-2022735;GK-14620;OFF-BI-10002412;1323;3;0.99
IN-2011-24727;NF-18475;OFF-BI-10002287;804;1;0.99
IN-2011-69443;MF-18250;OFF-AR-10002260;118026;1;0.99
IN-2014-72236;PS-19045;OFF-FA-10004545;1269;1;0.99
ID-2014-39616;TT-21070;OFF-BI-10000373;116034;2;0.99
IN-2014-41989;DM-13015;OFF-BI-10003806;105078;2;0.99
CA-2013-142902;BP-11185;OFF-LA-10000634;6264;3;0.99
CA-2012-130792;RA-19915;OFF-BI-10000309;12176;4;0.99
CA-2013-126613;AA-10375;OFF-ST-10001325;16768;2;0.99
CA-2011-112326;PO-19195;OFF-LA-10003223;11784;3;0.99
CA-2011-127964;AP-10720;TEC-PH-10004700;999;1;0.99
CA-2013-109911;VG-21805;OFF-AR-10001662;1096;4;0.99
CA-2012-110632;HR-14830;TEC-AC-10000387;1502;1;0.99
CA-2011-127446;MC-17590;TEC-AC-10001635;24672;3;0.99
US-2013-127971;DW-13195;FUR-FU-10000023;7068;3;0.99
CA-2014-136364;MH-17455;TEC-PH-10003885;39594;1;0.99
CA-2014-121580;ML-17410;OFF-PA-10004082;798;1;0.99
US-2014-104661;TB-21250;OFF-BI-10001098;4276;1;0.99
US-2013-147711;HF-14995;OFF-BI-10003350;1276;2;0.99
CA-2011-138100;AA-10315;OFF-PA-10000349;1494;3;0.99
CA-2012-2920;CS-2130;FUR-TEN-10003900;2523;1;0.99
TU-2014-40;AZ-750;OFF-CAR-10000319;9888;2;0.99
UP-2012-7080;LW-6825;OFF-GLO-10001567;1344;1;0.99
CG-2011-8400;AF-870;OFF-IBI-10002486;891;1;0.99
IV-2013-9630;LS-7230;OFF-AVE-10000543;387;1;0.99
MG-2013-6890;TC-11535;OFF-WIL-10002233;795;1;0.99
TU-2014-7130;VG-11790;OFF-CAM-10000726;19932;1;0.99
IS-2014-5010;DD-3570;OFF-SAN-10002015;1428;1;0.99
EZ-2013-8910;CV-2805;OFF-SAN-10003368;222;2;0.99
IR-2013-7630;SS-10140;OFF-JIF-10004213;195;1;0.99
TU-2014-810;AY-555;OFF-AVE-10004148;5316;1;0.99
GH-2014-2090;MS-7830;OFF-SAN-10001128;1137;1;0.99
BO-2014-170;TC-11145;FUR-RUB-10000958;1884;1;0.99
UP-2012-5910;RH-9495;OFF-IBI-10000951;1365;1;0.99
MO-2014-7450;MG-7695;OFF-BIN-10001385;132;1;0.99
CG-2013-8680;EB-4170;OFF-STO-10000753;1257;1;0.99
MO-2012-4890;AH-75;OFF-CAM-10001341;1575;1;0.99
TU-2013-1610;JS-5940;OFF-AVE-10000432;4632;2;0.99
MX-2013-161102;FM-14290;OFF-BI-10000188;3204;9;0.99
MX-2011-169873;SF-20200;OFF-LA-10004799;618;1;0.99
MX-2011-163083;JD-16015;OFF-BI-10001892;196;4;0.99
US-2013-118346;BT-11440;OFF-LA-10002895;13608;3;0.99
US-2011-126256;MS-17530;OFF-FA-10004626;13296;3;0.99
MX-2014-130512;MN-17935;OFF-FA-10003985;224;4;0.99
MX-2014-118052;HG-14845;OFF-LA-10002295;144;2;0.98
MX-2014-116883;EB-14170;OFF-LA-10004576;1164;2;0.98
US-2011-165477;SD-20485;OFF-LA-10003459;1432;2;0.98
US-2014-116120;EB-13975;OFF-AR-10003794;31168;4;0.98
IT-2014-5217096;TG-21640;TEC-AC-10004586;2097;1;0.98
IT-2014-5217096;TG-21640;FUR-FU-10003046;20004;1;0.98
IT-2011-1780558;JC-16105;OFF-AR-10002991;2409;1;0.98
ES-2014-1540287;AJ-10795;OFF-SU-10001703;7104;2;0.98
ES-2012-3116842;MB-18085;OFF-LA-10001299;351;5;0.98
IT-2013-3708372;HD-14785;OFF-FA-10001613;1407;2;0.98
ID-2014-35892;JC-15340;OFF-FA-10003962;40068;4;0.98
ID-2011-28661;ME-18010;OFF-SU-10000178;9165;1;0.98
IN-2013-45692;EA-14035;OFF-LA-10002107;9774;1;0.98
IN-2013-36970;JE-15745;OFF-BI-10003468;1269;1;0.98
ID-2012-41380;SF-20965;OFF-PA-10004648;214968;2;0.98
ID-2012-81196;PF-19120;OFF-BI-10000636;441;1;0.98
ID-2012-80832;JL-15850;OFF-FA-10003015;13284;2;0.98
US-2013-105578;MY-17380;OFF-BI-10001658;14952;2;0.98
CA-2014-105144;SZ-20035;OFF-LA-10003923;2368;2;0.98
CA-2013-155670;EM-14065;OFF-BI-10000138;11232;8;0.98
CA-2011-123064;RA-19915;OFF-AR-10004582;5248;4;0.98
CA-2014-134845;SR-20425;OFF-PA-10002005;20736;4;0.98
CA-2014-169978;HG-15025;OFF-BI-10001900;14376;3;0.98
US-2011-106334;JF-15490;OFF-PA-10003657;1284;3;0.98
US-2013-131891;PW-19240;OFF-BI-10000201;2214;3;0.98
CA-2014-132738;HM-14860;OFF-PA-10001752;7968;2;0.98
US-2014-125647;LC-16870;OFF-PA-10004888;20736;4;0.98
CA-2013-143924;SC-20680;OFF-FA-10000735;2044;7;0.98
CA-2012-130253;PP-18955;FUR-FU-10002963;1524;3;0.98
CA-2014-120019;NG-18355;TEC-PH-10000923;1499;1;0.98
CA-2014-103443;AT-10735;OFF-BI-10001617;24816;3;0.98
CA-2012-133242;KH-16510;OFF-BI-10004826;3302;2;0.98
CA-2014-152198;JD-16015;OFF-BI-10001628;6258;2;0.98
CA-2014-107853;CD-11920;OFF-PA-10000520;1296;2;0.98
TU-2014-5540;TG-11640;OFF-BOS-10001375;43128;2;0.98
NI-2014-3890;VG-11805;OFF-STA-10002719;15624;2;0.98
RS-2014-2060;EM-4095;OFF-ACC-10002772;1008;1;0.98
UG-2014-1650;NC-8535;FUR-TEN-10003349;14661;1;0.98
SU-2013-8780;EB-3840;OFF-HAR-10000501;873;1;0.98
AG-2014-2110;TB-11250;OFF-IBI-10004855;588;8;0.98
CM-2014-6760;AS-225;OFF-ACC-10004871;1332;1;0.98
NI-2011-320;TH-11550;FUR-HAR-10003124;216;1;0.98
YM-2012-3360;PB-9210;OFF-GRE-10003899;1449;1;0.98
IZ-2014-450;MS-7530;OFF-SME-10000880;2154;2;0.98
SU-2012-2020;AP-915;OFF-ACC-10004281;702;1;0.98
MD-2014-9600;VB-11745;OFF-WIL-10003774;129;2;0.98
NI-2012-1680;CM-2385;OFF-TEN-10003148;61254;1;0.98
NI-2011-4760;LB-6795;TEC-PAN-10001593;1512;1;0.98
UG-2013-540;GH-4665;OFF-IBI-10002805;9135;1;0.98
NI-2013-3390;GW-4605;FUR-ELD-10000335;14157;1;0.98
